created_at,full_text,retweet_count,favorite_count,screen_name
Tue Jan 11 16:20:36 +0000 2022,Dios sé llevo una de los mejores personas y profesionales.  Gracias Alejandro QEPD por todo y mis mas sentidos pésames a toda la familia Reyes. https://t.co/1qFIGmSEM6,4,108,marceloclaure
Tue Jan 11 16:06:35 +0000 2022,Omicron Has Delayed Return to Office—But WeWork Sees User Growth | Observer https://t.co/juWDYLIZ3J,2,29,marceloclaure
Tue Jan 11 13:40:13 +0000 2022,Please don’t let anyone or anything get in the middle between you and your dreams.  It’s never too late to go chase them.,20,143,marceloclaure
Tue Jan 11 13:32:22 +0000 2022,Amazing answers thank you - my opinion is when the BEST talent starts to leave and only the ones that can’t get a job stay.  That’s when things start to look worrisome. https://t.co/XbCF6yMbpO,2,37,marceloclaure
Mon Jan 10 20:41:31 +0000 2022,What’s the first BIG warning sign that something is wrong with a company ?,6,70,marceloclaure
Mon Jan 10 20:32:59 +0000 2022,"RT @Bolivar_Oficial: 𝗡𝘂𝗲𝘀𝘁𝗿𝗼 𝗣𝗹𝗮𝗻 𝗖𝗲𝗻𝘁𝗲𝗻𝗮𝗿𝗶𝗼 𝗲𝘀 𝘂𝗻𝗮 𝗿𝗲𝗮𝗹𝗶𝗱𝗮𝗱 💙
¡Forma parte de nuestra historia! Hazte Socio Celeste y podrás gozar de esto…",9,0,marceloclaure
Mon Jan 10 18:38:56 +0000 2022,@VGVignesh_India Love this,0,1,marceloclaure
Mon Jan 10 15:07:27 +0000 2022,"RT @Reno1319: 1/2
It's been 2 years since I've joined @Sorare 🥳and bought my first card - a 6$ @ClintonMata19 rare card (which I still hold…",2,0,marceloclaure
Mon Jan 10 15:07:09 +0000 2022,How many #Theranos are out there?,3,64,marceloclaure
Mon Jan 10 14:57:49 +0000 2022,@Subhash_Data Yikes. Change course.,0,1,marceloclaure
Mon Jan 10 14:57:37 +0000 2022,@BklynContractor Then you are in the wrong place,0,2,marceloclaure
Mon Jan 10 14:49:54 +0000 2022,When you work hard at something you don’t like or for someone you don’t care is called AGONY.                                   When you work hard at something you love or for someone that appreciates you is called PASSION.             Where you at ?,6,60,marceloclaure
Mon Jan 10 03:59:20 +0000 2022,Buenas noches.  Me voy a dormir feliz porque hoy ganaron @GironaFC y @Bolivar_Oficial !! Que lindo es el fútbol ⚽️ 💙💙❤️❤️🤍🤍,7,316,marceloclaure
Mon Jan 10 03:57:55 +0000 2022,Who is ready for next week?,5,111,marceloclaure
Mon Jan 10 03:57:18 +0000 2022,"15 years ago #SteveJobs changed our lives, the internet and disrupted like 1000 things we do when he introduced the iPhone.  A true genius https://t.co/ikmSS0ODLM",7,81,marceloclaure
Mon Jan 10 00:25:51 +0000 2022,RT @GironaFC: El nostre killer! ❤️🔥,34,0,marceloclaure
Mon Jan 10 00:25:38 +0000 2022,"RT @LaLiga: FINAL #GironaFuenla 2-1

¡El @GironaFC se impone en casa y alcanza los 37 puntos en #LaLigaSmartBank! https://t.co/jO0EBi1Rz4",33,0,marceloclaure
Sun Jan 09 22:34:30 +0000 2022,At the end of everyday I perform a self administered test - did I contribute more than what I consumed to and from others? Net positive days are positive contribution days.,4,64,marceloclaure
Sun Jan 09 22:32:03 +0000 2022,Don’t let anything or anyone stand between you and happiness.  Life is too short.,10,123,marceloclaure
Sun Jan 09 21:28:21 +0000 2022,😂 😂 😂 https://t.co/tOHav5QcK5,14,327,marceloclaure
Sun Jan 09 21:27:59 +0000 2022,Esperanza intacta 💙💙 @Bolivar_Oficial el sueño continúa. #BolivarCentenario,17,434,marceloclaure
Sun Jan 09 16:53:01 +0000 2022,Otra victoria importante para seguir arriba. Con un gran fútbol pero también con un enorme espíritu de lucha y compromiso. Gràcies Montilivi! Endavant @GironaFC! 🔴⚪️💪 https://t.co/dmSEuvvLUH,6,192,marceloclaure
Sun Jan 09 15:59:03 +0000 2022,This is so true. @APompliano https://t.co/KBLtCNKDPi,2,44,marceloclaure
Sun Jan 09 12:44:17 +0000 2022,"Last night I watched #KingRichard, the movie that describes @Venuseswilliams and @serenawilliams tennis  journey. It’s an amazing story showing that when a proper plan combined with hard work, resilience and perseverance is put in place there are NO limits. Recommend you watch.",6,144,marceloclaure
Sat Jan 08 23:25:33 +0000 2022,Unmatched  beauty.  #NYC at night https://t.co/bDEvtbqrsy,2,126,marceloclaure
Sat Jan 08 18:26:32 +0000 2022,2013 I used to wear suits and ties @brightstar 2014 I switched to jeans and shirts @sprint 2018 I switched to jeans and black T-shirts @softbank after #COVID it’s like joggers and hoodies ! You ?,3,79,marceloclaure
Sat Jan 08 15:12:55 +0000 2022,Confirmado no hay acuerdo por RCF - sigue en @Bolivar_Oficial Que tengan un lindo sábado.,70,784,marceloclaure
Sat Jan 08 12:59:33 +0000 2022,Todo esto es falso. Estamos lejos de llegar a un acuerdo. https://t.co/jRm57d9kkk,59,559,marceloclaure
Sat Jan 08 12:55:05 +0000 2022,Siento el cariño de mi familia #Bolivarista hasta acá.  Gracias a todos por sus mensajes. Saludos y #VivaBolivar #Unidostodoesposible,9,546,marceloclaure
Sat Jan 08 12:49:36 +0000 2022,Beautiful sunny NYC morning. Good morning !! Buenos Días. https://t.co/tZT5XaEDA2,4,240,marceloclaure
Sat Jan 08 00:41:07 +0000 2022,COVID is making me miss the @BrooklynNets game tonight.  Ughh 😞 😑,0,63,marceloclaure
Fri Jan 07 20:04:18 +0000 2022,Hable con @aczago esta mañana.  Esta muy contento con la calidad del equipo.  Me alegro tanto que lo quería compartir con mi familia #Bolivarista,22,589,marceloclaure
Fri Jan 07 20:00:37 +0000 2022,RT @pbarbieri: América Latina es un continente donde más del 50% de los adultos nunca compró nada con un medio de pago que no sea efectivo.…,55,0,marceloclaure
Fri Jan 07 19:38:28 +0000 2022,RT @WeWork: Help us get the word out: if you know of a business affected by the #boulderfire we're offering flexible space in our Denver or…,4,0,marceloclaure
Fri Jan 07 18:40:48 +0000 2022,Que mande prueba !! https://t.co/qZVoVAT2Ca,18,376,marceloclaure
Fri Jan 07 15:32:39 +0000 2022,RT @WeWork: Making an entrance. 🤩 #wework #weworksingapore https://t.co/oxC8fcxiL9,3,0,marceloclaure
Fri Jan 07 15:32:34 +0000 2022,Thoughts ? https://t.co/c8kCRKyZMq,3,41,marceloclaure
Fri Jan 07 01:27:03 +0000 2022,"RT @paolo907: @marceloclaure @Bolivar_Oficial ✅✅
Socio y abonado otro año más ✅
Presi mucha fuerza💙, que saldremos de esta porque este año…",1,0,marceloclaure
Thu Jan 06 15:02:10 +0000 2022,RT @WeWork: We want to help any businesses that have been impacted by the #boulderfire. Email supportCO@wework.com to find out how you can…,1,0,marceloclaure
Thu Jan 06 14:52:47 +0000 2022,After avoiding #COVID for two years just tested positive. Any tips ? https://t.co/MPwyu7DwYH,10,242,marceloclaure
Thu Jan 06 14:40:34 +0000 2022,"RT @HEVillarpando: @marceloclaure @Bolivar_Oficial Bolivarista desde la cuna hasta el cajón, socio Dorado 174 presente! 🙋🏻‍♂️, @marceloclau…",1,0,marceloclaure
Thu Jan 06 14:40:30 +0000 2022,"RT @RodryGr4: @marceloclaure @Bolivar_Oficial misión cumplida Presi, orgulloso de ser parte de la historia de este club que tantas alegrías…",1,0,marceloclaure
Thu Jan 06 00:52:42 +0000 2022,"How can you tell the difference between a cold, flu or COVID 19 ?",4,67,marceloclaure
Wed Jan 05 22:49:25 +0000 2022,You can’t scale without talent.  One man shows eventually fail as there is no succession.,6,82,marceloclaure
Wed Jan 05 22:47:50 +0000 2022,Can’t wait to see @JHarden13 @KDTrey5 and @KyrieIrving play tonight together.,0,26,marceloclaure
Wed Jan 05 22:46:13 +0000 2022,Everyday is a gift.  Make the most out of it.,7,94,marceloclaure
Tue Jan 04 04:35:23 +0000 2022,"RT @SimondeCeleste: He decidido renovar mi #sociocentenario por dos motivos que vi en los últimos días:
1. Se tomó en serio el fichaje de @…",6,0,marceloclaure
Tue Jan 04 04:20:31 +0000 2022,Simple and clear Goals.  Let’s go @FrancisSuarez https://t.co/N1UPnyffU3,2,85,marceloclaure
Tue Jan 04 04:14:41 +0000 2022,My New Years resolution is to do at least #1funthingeveryday Seeing the @BrooklynNets bench come out and kick some A… was exhilarating. https://t.co/B67EfaztgK,0,22,marceloclaure
Tue Jan 04 04:12:16 +0000 2022,Congrats @FrancisSuarez Keep on making us proud every single day. https://t.co/s1ZWRNuIp7,3,66,marceloclaure
Mon Jan 03 06:00:20 +0000 2022,@Yalmar_G @Bolivar_Oficial Thanks. Amazing idea.,0,3,marceloclaure
Mon Jan 03 05:57:53 +0000 2022,@asherjustin Let’s chat about it,0,1,marceloclaure
Mon Jan 03 05:48:53 +0000 2022,"One of my favorites - SO TRUE “Everyone who’s ever taken a shower has had an idea. It’s the person who gets out of the shower, dries off, and does something about it who makes a difference.” —Nolan Bushnell",10,58,marceloclaure
Mon Jan 03 05:46:18 +0000 2022,This 2022 I want to get out of my comfort zone and try new things and push for new limits.  You ?,3,92,marceloclaure
Mon Jan 03 05:15:49 +0000 2022,Freedom is priceless.,13,184,marceloclaure
Sun Jan 02 21:01:42 +0000 2022,"La primera victoria de un 2022 ilusionante. Seguimos con buena dinámica. ¡Gracias por vuestro apoyo afición! 
Som-hi @GironaFC ! 💪🔴⚪️ https://t.co/FdLXKbp65A",3,142,marceloclaure
Sun Jan 02 17:34:19 +0000 2022,Similar to people saying not to buy #Bitcoin or #Ethereum - some people just don’t get it. https://t.co/AR904WtYgj,9,65,marceloclaure
Sun Jan 02 17:32:50 +0000 2022,Stepping into 2022 with so much gratitude for all I have and committed to being more disciplined than ever in all my goals.   2022 will be a year of CHANGE.,7,111,marceloclaure
Sun Jan 02 17:31:09 +0000 2022,Hey @APompliano have you checked @Univision  it’s all UP ⬆️!  Hispanics are growing https://t.co/ol7dW3GDmV,3,43,marceloclaure
Sun Jan 02 17:20:26 +0000 2022,RT @WeWork: Waking up to the New Year with this kind of view. 🇬🇧 #wework #weworklondon 📷 nicola.armstrong_ https://t.co/JVMAjPcq4f,2,0,marceloclaure
Sat Jan 01 06:11:10 +0000 2022,And we just got started. #2022 https://t.co/D3WcG4ID04,8,351,marceloclaure
Fri Dec 31 17:15:35 +0000 2021,@pbarbieri Proud of you! That’s a big improvement.  I think we are ready to run together next year.,0,6,marceloclaure
Fri Dec 31 17:15:08 +0000 2021,RT @LVEbarrabrava: El Presi @marceloclaure pone de su parte y ahora nos toca a todos los Bolivaristas #SocioCentenario 💪,7,0,marceloclaure
Fri Dec 31 17:08:39 +0000 2021,"RT @Gmurillo20_2014: @marceloclaure @Bolivar_Oficial @marceloclaure Yo aunque sea un joven sin mucho dinero, tengo un amor incondicional a…",3,0,marceloclaure
Fri Dec 31 12:06:40 +0000 2021,"RT @DidacLee: By the numbers, Lionel Messi is European football’s best scorer ever

https://t.co/O2xbOXut85",4,0,marceloclaure
Fri Dec 31 04:53:30 +0000 2021,Just grateful for all I have,3,156,marceloclaure
Fri Dec 31 04:08:46 +0000 2021,"RT @HarryStebbings: So often in tech we forget the most important business principle: 

Margin matters. 

Scenario 1: $10M revenue with 10%…",80,0,marceloclaure
Fri Dec 31 02:13:08 +0000 2021,"RT @BolivarNadaMas: @Cristia22058239 @marceloclaure @Bolivar_Oficial Bro, es muy fácil pedir, es un tema pendiente y todos estamos pendient…",5,0,marceloclaure
Fri Dec 31 02:11:31 +0000 2021,My favorite #NFT.  Thanks to  @ArtsyBolivian hey @garyvee check it out https://t.co/8GT1mTaGSW,14,126,marceloclaure
Fri Dec 31 02:09:30 +0000 2021,Demuéstrenme que @Bolivar_Oficial es de la gente.  Hazte socio https://t.co/rxUrbXDBkJ  ya llegó el momento de hablar menos y ayudar más.,24,489,marceloclaure
Fri Dec 31 02:08:05 +0000 2021,@Frankie552021 @Bolivar_Oficial Hazte socio.,1,33,marceloclaure
Fri Dec 31 02:07:55 +0000 2021,RT @Frankie552021: @marceloclaure @Bolivar_Oficial Soy orientista de toda la vida. Jamás cambiaría mis colores por otro. Admiro y respeto a…,2,0,marceloclaure
Fri Dec 31 02:00:15 +0000 2021,Let’s go ⁦@BrooklynNets⁩ I need this win ⁦@DraftKings⁩ https://t.co/ofB45Wfo3Y,1,22,marceloclaure
Fri Dec 31 01:55:25 +0000 2021,Where is my invite @garyvee ? Did it get lost in the mail ? Lol 😂 https://t.co/WIIeumwKCZ,0,15,marceloclaure
Fri Dec 31 01:54:05 +0000 2021,Grande amigo de Sucre @chelobarrera Cuantos Bolivaristas hay en Sucre https://t.co/rxUrbXm0tb necesitamos más socios. https://t.co/nd3ucWvOoe,1,73,marceloclaure
Fri Dec 31 01:51:52 +0000 2021,Bravo.  Y tu https://t.co/rxUrbXm0tb cuando ? https://t.co/T8LitaegSX,2,89,marceloclaure
Fri Dec 31 01:48:38 +0000 2021,Amo a @Bolivar_Oficial 💙💙💙💙💙💙💙.  Tu ?  Demuéstralo haciendote socio https://t.co/rxUrbXDBkJ en las próximas 27 horas quiero ver 1000 nuevos  socios.    Voy a mandar tweets diciendo cuantos somos.  No me decepciones.  Yo no te decepcione. Mándame foto de tu carnet.,43,500,marceloclaure
Fri Dec 31 01:37:10 +0000 2021,@Domingo45784070 @ClubStrongest Estas aburrido ?,1,120,marceloclaure
Fri Dec 31 01:36:58 +0000 2021,"Hoy entre medio de contrataciones y negociaciones - tuve la chance de eskiar con 3 de mis hijas, mi hijo y mi esposa.  Lucky man. !! https://t.co/fXHTTkK3F4",4,248,marceloclaure
Fri Dec 31 01:31:48 +0000 2021,Life is beautiful….,4,142,marceloclaure
Fri Dec 31 01:27:39 +0000 2021,Y Chura.  @ClubStrongest porque no le ponen un precio y negócianos ? Porque hacerle daño al jugador.  El quiere venir.,40,503,marceloclaure
Thu Dec 30 23:20:41 +0000 2021,@gabomiste De verdad ?,0,1,marceloclaure
Thu Dec 30 23:20:34 +0000 2021,@AlexisAriasCha1 Pobre tipo,0,1,marceloclaure
Thu Dec 30 23:20:17 +0000 2021,@dacc170 Haha,0,4,marceloclaure
Thu Dec 30 19:39:42 +0000 2021,Bienvenido @_frandacosta al club más grande de 🇧🇴 @Bolivar_Oficial ( acabó de llegar a un acuerdo con el club y el jugador ) https://t.co/32aO1657co,171,1383,marceloclaure
Thu Dec 30 18:51:17 +0000 2021,Let’s rip it ! https://t.co/dgmGh2jOrW,1,99,marceloclaure
Thu Dec 30 18:12:10 +0000 2021,@ReynaldoPatinoT Quieres que te devolvamos tu cuota ? Con todo gusto.,0,3,marceloclaure
Thu Dec 30 17:17:21 +0000 2021,Love to see these 2 amazing players play together. https://t.co/2Wwg6tmxW9,0,27,marceloclaure
Thu Dec 30 17:15:32 +0000 2021,I woke up today feeling great - full of energy and optimism.   We determine what we make out of our day.   How are you feeling ?,1,59,marceloclaure
Thu Dec 30 13:55:29 +0000 2021,So many people getting #COVID.  Big difference in how our body reacts if we are vaccinated vs the unvaccinated- so obvious.,8,74,marceloclaure
Thu Dec 30 13:42:03 +0000 2021,Progress &gt; Perfection.   Keep on moving forward. At #Sprint we used #GettingBetterEveryDay as our guiding principle.,2,37,marceloclaure
Thu Dec 30 13:14:29 +0000 2021,Strive for excellence with discipline in everything you do.  (Positive results ALWAYS come),10,67,marceloclaure
Thu Dec 30 05:46:05 +0000 2021,"To die, and then dies having never really lived.  #Dalailama",3,47,marceloclaure
Thu Dec 30 05:46:04 +0000 2021,Man sacrifices his health in order to make money. Then he sacrifices money to recuperate his health. And then he is so anxious about the future that he does not enjoy the present; the result being that he does not live in the precedent or the future. He lives as he is never going,20,146,marceloclaure
Thu Dec 30 05:37:51 +0000 2021,Always play offense - you will win in the long run.  Defense might win a battle or two but will never win BIG in the long term.,9,100,marceloclaure
Thu Dec 30 05:33:51 +0000 2021,@RizElHombre Sorry to hear that.,0,0,marceloclaure
Thu Dec 30 02:00:39 +0000 2021,Compatriotas queridos.  Cuídense mucho. Usen mascarillas. Vacúnense. 😷 https://t.co/H4GMpui72T,4,109,marceloclaure
Thu Dec 30 01:59:56 +0000 2021,@BolivianoJb Que son regalo de mi hijo !!,0,3,marceloclaure
Thu Dec 30 01:59:14 +0000 2021,Who is a leader that you would love to work for ?,6,105,marceloclaure
Thu Dec 30 01:49:45 +0000 2021,What do you cherish the most in people? Me: Loyalty  you?,5,65,marceloclaure
Thu Dec 30 01:38:29 +0000 2021,Just got a Christmas present from my son.  Absolutely love them. Thanks Nico https://t.co/k3RgDvge65,0,46,marceloclaure
Thu Dec 30 01:31:53 +0000 2021,What’s the one thing you hate the most ?  Me Ungratefulness.  You ?,6,97,marceloclaure
Thu Dec 30 01:22:56 +0000 2021,@ilanaettinger and the big things !,0,2,marceloclaure
Thu Dec 30 01:12:12 +0000 2021,It’s so disheartening to meet people who just don’t honor their words and commitments.  Our word is all we have.,10,125,marceloclaure
Wed Dec 29 19:39:23 +0000 2021,@thesoccerdon Enjoy. Happy Holidays.,0,1,marceloclaure
Wed Dec 29 04:09:56 +0000 2021,"RT @Bolivar_Oficial: 𝗔 𝘂𝗻 𝗖𝗹𝘂𝗯 𝗹𝗼 𝗵𝗮𝗰𝗲 𝗴𝗿𝗮𝗻𝗱𝗲 𝘀𝘂 𝗴𝗲𝗻𝘁𝗲
Gracias por todo el aliento hincha celeste 💙

#UnidosSomosMásGrandes https://t.co/eo…",10,0,marceloclaure
Tue Dec 28 03:15:11 +0000 2021,"RT @LVEbarrabrava: HIJOS NUESTROS POR LOS SIGLOS DE LOS SIGLOS AMEN
@Bolivar_Oficial EL MAS GRANDE DE 🇧🇴 https://t.co/N3KTUCHHJD",6,0,marceloclaure
Tue Dec 28 03:14:46 +0000 2021,"RT @Bolivar_Oficial: Socios Centenario ¡Gracias por acompañarnos este año!
𝐉𝐮𝐧𝐭𝐨𝐬 𝐞𝐬𝐭𝐚𝐦𝐨𝐬 𝐜𝐨𝐧𝐬𝐭𝐫𝐮𝐲𝐞𝐧𝐝𝐨 𝐥𝐚 𝐡𝐢𝐬𝐭𝐨𝐫𝐢𝐚 𝐝𝐞 𝐧𝐮𝐞𝐬𝐭𝐫𝐨 𝐂𝐥𝐮𝐛 💙🏗️
¿Aún…",9,0,marceloclaure
Mon Dec 27 03:47:05 +0000 2021,"RT @Bolivar_Oficial: 𝐌𝐢𝐥𝐞𝐬 𝐝𝐞 𝐜𝐨𝐫𝐚𝐳𝐨𝐧𝐞𝐬 𝐜𝐞𝐥𝐞𝐬𝐭𝐞𝐬 𝐥𝐚𝐭𝐢𝐞𝐧𝐝𝐨 𝐣𝐮𝐧𝐭𝐨𝐬 💙

¡Hazte Socio! 👉 https://t.co/5pq4ClOpGv https://t.co/WJBWGSnyCz",13,0,marceloclaure
Mon Dec 27 03:31:01 +0000 2021,@kingtweetinhamn You are right !!,0,1,marceloclaure
Sun Dec 26 03:51:47 +0000 2021,What a game ! @BrooklynNets won ! Seeing @_claxton33 obliterate @KingJames at the end was priceless.,0,21,marceloclaure
Sun Dec 26 03:10:31 +0000 2021,"RT @Bolivar_Oficial: Seguimos construyendo nuestro sueño 
Forma parte de nuestra de nuestra historia ¡Hazte Socio! 👉 https://t.co/5pq4ClOpG…",8,0,marceloclaure
Sun Dec 26 03:06:15 +0000 2021,"Tonight I watched #Encanto with my 4 daughters. It’s so great to show our Latino culture and the magic of our accent, our music and our rhythm to my little ones.",3,146,marceloclaure
Sun Dec 26 01:43:01 +0000 2021,RT @rihanna: when the shrooms hit https://t.co/MbTJHqNLCa,20283,0,marceloclaure
Sun Dec 26 01:40:19 +0000 2021,"RT @NavalBot: ""The internet is the best school ever created. The best peers are on the Internet. The best books are on the Internet. The be…",450,0,marceloclaure
Sun Dec 26 01:19:21 +0000 2021,So true. https://t.co/QdulPhmFB0,10,117,marceloclaure
Sat Dec 25 21:31:44 +0000 2021,Feliz Navidad querido papá. Me encanta tu gorra de Papá Noel Celeste !! https://t.co/Tiewdknssd,9,295,marceloclaure
Sat Dec 25 19:40:40 +0000 2021,Loving my big Great Dane Max today 🐕 https://t.co/yOzurmlaUK,2,120,marceloclaure
Sat Dec 25 19:39:47 +0000 2021,What are you most grateful for ?  Me - 6 amazing kids,1,56,marceloclaure
Sat Dec 25 18:36:00 +0000 2021,Merry Christmas. My wife forced me to wear matching pijamas!! 😂 https://t.co/O3XY4mVW51,18,1415,marceloclaure
Sat Dec 25 17:00:09 +0000 2021,Good morning from Colorado !  #WhiteChristmas Send me pics where you are ! https://t.co/F2soNxz3f3,3,115,marceloclaure
Sat Dec 25 16:35:34 +0000 2021,Panettone for breakfast on Christmas morning.  You ? https://t.co/Z5C6mcLUuX,3,150,marceloclaure
Sat Dec 25 15:55:38 +0000 2021,Finishing the amazing Crème Brulee dessert last night !! My cooking skills just getting better and better. https://t.co/M4trk8NJrY,1,117,marceloclaure
Sat Dec 25 15:45:26 +0000 2021,Merry Christmas.  Feliz Navidad.  From our family to you.  Have a magical day. https://t.co/sWbabIKEW0,4,394,marceloclaure
Sat Dec 25 03:01:01 +0000 2021,Life is a very short gift. Enjoy it every day.,14,282,marceloclaure
Sat Dec 25 01:29:56 +0000 2021,Unidos somos más grandes. @Bolivar_Oficial,17,440,marceloclaure
Sat Dec 25 01:29:38 +0000 2021,"RT @Bolivar_Oficial: 𝗚𝗿𝗮𝗰𝗶𝗮𝘀 𝗮 𝗹𝗮 𝗵𝗶𝗻𝗰𝗵𝗮𝗱𝗮 𝗰𝗲𝗹𝗲𝘀𝘁𝗲 💙
#UnidosSomosMásGrandes https://t.co/xtlKX8YVKX",25,0,marceloclaure
